,,,,Irish Grid,,,,,
Wicklow,1224,RATHNEW (CLONMANNON),8,330100,198300,53.018,-6.057,1906,1970
Wicklow,1024,ROUNDWOOD (FILTER BEDS),195,321523,201207,53.042,-6.186,1898,
Wicklow,1124,ROUNDWOOD (VALVE TOWER),229,320200,203700,53.069,-6.204,1899,1988
Wicklow,624,ROUNDWOOD (VARTRY LODGE),204,320700,201400,53.05,-6.2,1898,1950
Wicklow,815,SHILLELAGH (COOLLATTIN),86,301100,168200,52.753,-6.502,1908,1982
Wicklow,2215,SHILLELAGH (KILQUIGGAN),152,296400,171200,52.783,-6.569,1949,1967
Wicklow,2515,SHILLELAGH G.S.,72,298800,167900,52.752,-6.535,1951,1982
Wicklow,615,TINAHELY,91,303800,173100,52.792,-6.457,1949,1953
Wicklow,2520,TINAHELY-Mucklagh,107,308565,174835,52.808,-6.388,1999,
Wicklow,1520,TURLOUGH HILL,686,306400,198300,53.022,-6.408,1965,1995
Wicklow,3224,WICKLOW (BALLINTESKIN),46,329800,190200,52.941,-6.068,1984,2001
Wicklow,1524,WICKLOW (CARRIGBAWN),43,331500,193500,52.972,-6.038,1949,1967
Wicklow,1824,WICKLOW (THREE MILE WATER),19,331700,187800,52.922,-6.038,1956,1969
Wicklow,924,WICKLOW W.W.,72,329700,193300,52.972,-6.068,1949,1958
Carlow,1414,BAGENALSTOWN (FENAGH HSE.),106,277400,161300,52.692,-6.853,1866,1986
Carlow,5314,BAGENALSTOWN (FENAGH II),104,277700,161500,52.693,-6.851,1982,1989
Carlow,5914,BAGENALSTOWN (KILDREENAGH),128,274900,163400,52.71,-6.888,1985,2001
Carlow,6214,BAGENALSTOWN (RATHELLIN),52,270000,163500,52.717,-6.958,1990,1993
Carlow,1815,BALLON G.S.,82,282900,166500,52.739,-6.77,1949,1980
Carlow,2414,BORRIS G.S.,85,272400,150700,52.602,-6.925,1944,1991
Carlow,3315,BUNCLODY(CARRICKDUFF)G.S.,61,290500,157000,52.654,-6.658,1973,1984
Carlow,4214,CARLOW (AGR.RES.STN.),55,272600,177900,52.842,-6.92,1960,1968
Carlow,514,CARLOW (BROWNE'S HILL),55,275400,175800,52.823,-6.875,1866,1959
Carlow,4814,CARLOW (OAK PARK),61,273000,179500,52.857,-6.909,1967,2007
Carlow,1214,CARLOW (SUGAR FACTORY),58,272200,178400,52.851,-6.923,1953,1960
Carlow,2114,CARLOW (TRANS.STN.),55,271300,176700,52.835,-6.938,1944,1971
Carlow,6014,CLASHGANNA MILLS,27,273800,146200,52.558,-6.907,1987,1989
Carlow,6914,GARRYHILL (MILLTOWN),107,278600,158700,52.671,-6.836,2003,2005
Carlow,1014,GLYNN G.S.,50,274400,139100,52.492,-6.903,1946,1960
Carlow,3614,GRAIGUENAMANAGH,27,271100,143100,52.534,-6.951,1951,1998
Carlow,115,HACKETSTOWN RECTORY,182,297600,180500,52.867,-6.55,1910,1944
Carlow,2115,HACKETSTOWN_(Voc.Sch.),189,297500,179900,52.857,-6.552,1949,
Carlow,2214,LEIGHLINBRIDGE G.S.,56,268900,165200,52.733,-6.975,1944,1984
Carlow,9914,M.BLACKSTAIRS MTNS.(KNOCKROE),539,282000,149800,52.589,-6.787,1950,2000
Carlow,375,Oak_Park,62,273000,179500,52.857,-6.909,2003,
Carlow,6114,POLLMOUNTY FISH FARM,24,274500,135545,52.467,-6.902,1987,
Carlow,2015,RATHVILLY G.S.,122,288000,181700,52.874,-6.689,1949,1988
Carlow,3115,TULLOW (HARDYMOUNT HSE.),79,284000,172500,52.792,-6.753,1963,1965
Carlow,515,TULLOW (MT.ST.JOSEPH'S),79,285800,171800,52.787,-6.723,1949,1960
Carlow,4515,TULLOW_(Ardoyne_Glebe),79,288200,169800,52.77,-6.689,1985,
Carlow,4415,TULLOW_(Waterworks),76,284700,173400,52.803,-6.739,1985,
Laois,4713,ABBEYLEIX,104,243800,184800,52.907,-7.343,1985,2000
Laois,613,ABBEYLEIX (BLANDSFORT),164,248200,186900,52.925,-7.283,1874,1981
Laois,113,ABBEYLEIX (LABURNUM LODGE),122,244800,185300,52.917,-7.333,1938,1942
Laois,3313,ABBEYLEIX G.S.,102,243800,184700,52.907,-7.342,1951,1966
Laois,5113,AUGHNACROSS,229,250300,182200,52.886,-7.252,1994,2003
Laois,5213,BALLACOLLA (FARREN HOUSE),116,235200,184800,52.908,-7.472,1996,2003
Laois,3413,BALLACOLLA G.S.,91,237300,181400,52.876,-7.441,1951,1964
Laois,1613,BALLINAKILL (SALESIAN COLL.),181,247500,181600,52.883,-7.29,1946,1966
Laois,4414,BALLYBRITTAS,90,257700,207100,53.107,-7.137,1964,1983
Laois,3713,BALLYFIN (PATRICIAN COLL.),155,238400,200700,53.053,-7.423,1958,1963
Laois,5313,BALLYROAN (OATLANDS),134,245325,186195,52.922,-7.323,2000,
Laois,1413,BORRIS IN OSSORY G.S.,113,225000,187600,52.937,-7.623,1946,1981
Laois,522,CLONASLEE W.W.,120,231800,210800,53.142,-7.522,1943,1961
Laois,3222,CLONASLEE WATERWORKS II,131,231700,210300,53.138,-7.523,1985,
Laois,5513,DURROW,84,241200,177300,52.84,-7.386,2010,
Laois,1713,DURROW G.S.,85,240800,177200,52.84,-7.39,1946,1990
Laois,4914,EMO COURT,91,254100,206300,53.103,-7.188,1974,2001
Laois,9913,M.MOUNTRATH(BAUNREAGH FOR.),244,229200,202200,53.068,-7.558,1973,1994
Laois,9922,M.SLIEVE BLOOM MTNS.(THE CUT),427,229600,204700,53.088,-7.555,1943,1971
Laois,814,MOUNTMELLICK (ANNGROVE),82,245000,206900,53.107,-7.323,1941,1963
Laois,913,MOUNTRATH (BAUNREAGH FOR.),243,229400,202200,53.068,-7.557,1914,1969
Laois,4213,PARKNAHOWN CULLAHILL,110,234300,173900,52.809,-7.488,1981,
Laois,1314,PORTARLINGTON (VOC.SCH.),70,254300,212600,53.157,-7.186,1960,1961
Laois,3814,PORTARLINGTON G.S.,70,254200,212400,53.156,-7.187,1951,1984
Laois,4614,PORTLAOISE (COOLNAMONA),122,245600,194900,53.002,-7.319,1966,2006
Laois,2614,PORTLAOISE ESB TRAINING CENTRE,98,247100,197400,53.022,-7.292,1946,2013
Laois,213,RATHDOWNEY (VOC.SCH.),102,228100,177800,52.85,-7.583,1939,1946
Laois,1813,RATHDOWNEY G.S.,102,228300,178100,52.852,-7.575,1946,1990
Laois,3513,SLIEVE BLOOM MTNS.(NEALSTOWN),219,219900,193600,52.989,-7.703,1953,
Laois,3014,STRADBALLY G.S.,91,257000,196600,53.017,-7.15,1946,1999
Laois,1513,WOLFHILL G.S.,210,260000,183600,52.9,-7.105,1946,1969
Offaly,622,BALLYCUMBER (BELAIR),91,217800,231500,53.333,-7.733,1923,1946
Offaly,722,BALLYCUMBER (BOHER SCH.),67,218700,230600,53.322,-7.718,1947,1951
Offaly,3122,BALLYCUMBER (BORD NA MONA),62,218800,232900,53.341,-7.717,1984,2000
Offaly,922,BALLYCUMBER G.S.,52,220900,230700,53.322,-7.685,1952,1956
Offaly,1719,BANAGHER (CANAL HSE.),37,200400,216000,53.19,-7.99,1928,2015
Offaly,6319,BANAGHER MALTING COMPANY,46,201500,213600,53.171,-7.973,1984,2005
Offaly,3322,BELMONT MILLS,46,206800,221800,53.241,-7.892,1986,2004
Offaly,822,BELMONT O.P.W.,49,207200,222000,53.242,-7.888,1948,1951
Offaly,919,BIRR (JOHN'S MALL),57,206300,204900,53.09,-7.903,1939,1955
Offaly,119,BIRR CASTLE,56,205000,204900,53.09,-7.922,1862,1939
Offaly,2522,BLACKWATER (BORD NA MONA),49,200200,225300,53.273,-7.992,1962,2005
Offaly,2322,BOORA,58,218000,219700,53.223,-7.725,1950,2006
Offaly,4919,Birr,72,207400,204400,53.087,-7.887,1954,2009
Offaly,322,CLARA (TRANS.STN.),67,225300,223100,53.342,-7.618,1942,1956
Offaly,2714,CLONBULLOGE G.S.,70,261000,223500,53.255,-7.085,1946,1971
Offaly,7429,CLONMACNOISE,46,200932,230635,53.322,-7.985,2012,
Offaly,1614,CLONSAST (BORD NA MONA),73,253500,216000,53.188,-7.2,1937,1989
Offaly,4831,CORBETSTOWN,80,255500,240000,53.404,-7.16,1997,
Offaly,1714,DAINGEAN G.S.,78,247200,227100,53.288,-7.288,1942,1992
Offaly,2622,DERRINLOUGH (BORD NA MONA),61,208200,214600,53.176,-7.873,1970,1994
Offaly,3431,DERRYGREENAGH,90,249300,238200,53.388,-7.255,1955,
Offaly,6314,EDENDERRY (BALLINLA),91,258300,231600,53.325,-7.122,1990,
Offaly,1514,EDENDERRY (THE TUNNEL),81,264400,231300,53.323,-7.033,1931,1989
Offaly,314,EDENDERRY (TUBBERDALY),101,252200,231700,53.333,-7.217,1923,1944
Offaly,3231,EDENDERRY G.S.,85,262700,232500,53.337,-7.055,1951,1999
Offaly,1822,FERBANE G.S.,47,211300,224400,53.268,-7.825,1942,1986
Offaly,3422,GEASHILL,85,245339,220849,53.235,-7.32,2002,
Offaly,3522,HORSELEAP,72,227927,236940,53.376,-7.575,2007,
Offaly,1522,KILCORMAC G.S.,64,218200,213900,53.172,-7.723,1942,1989
Offaly,5619,KINNITTY CASTLE,143,220300,205800,53.102,-7.692,1962,1994
Offaly,2019,KINNITTY G.S.,110,218600,205500,53.1,-7.72,1942,1985
Offaly,2422,LEMANAGHAN (BORD NA MONA),55,215200,225900,53.283,-7.77,1962,1989
Offaly,1519,MEELICK (VICTORIA LOCK),39,194600,212900,53.167,-8.075,1907,
Offaly,4119,MONEYGALL G.S.,125,203200,181100,52.875,-7.952,1943,1984
Offaly,1622,MOUNTBOLUS G.S.,100,224900,216400,53.192,-7.623,1942,1966
Offaly,1722,RAHAN G.S.,54,225000,225600,53.275,-7.622,1942,1970
Offaly,2231,RHODE G.S.,94,253600,233600,53.35,-7.19,1944,1985
Offaly,2119,SHANNONBRIDGE G.S.,41,196900,225300,53.273,-8.042,1942,1974
Offaly,3619,SHINRONE G.S.,70,204500,192500,52.983,-7.933,1943,1994
Offaly,1422,TULLAMORE G.S.,58,233700,225100,53.272,-7.49,1942,1985
Offaly,2822,TULLAMORE MUCKLAGH N.S.,69,230600,222400,53.251,-7.538,1973,1982
Offaly,222,TURRAUN (BORD NA MONA),50,216900,223400,53.257,-7.742,1913,1962
Kildare,3414,ALLENWOOD (GEN.STN.),84,274800,227100,53.287,-6.873,1949,1990
Kildare,6414,ATHY (CHANTERLANDS),61,268800,193200,52.984,-6.972,1993,
Kildare,4014,ATHY (CLOSEBURN),64,266900,194700,52.992,-7.002,1958,1968
Kildare,114,ATHY (CROMABOO BRIDGE),56,268300,193000,52.983,-6.983,1929,1943
Kildare,7014,ATHY (LEVITSTOWN),61,270900,187900,52.935,-6.94,2003,
Kildare,614,ATHY (MOONE),98,278700,192500,52.973,-6.823,1935,1958
Kildare,5114,ATHY (ST.JOSEPH'S TERRACE),61,268100,194500,52.992,-6.985,1981,2003
Kildare,5014,ATHY (THE MALTINGS),61,267500,193600,52.987,-6.99,1981,2002
Kildare,1814,ATHY (VOC.SCH.),61,268600,193300,52.985,-6.973,1943,1981
Kildare,3823,BALLYMORE EUSTACE D.C.W.W.,172,293300,209200,53.122,-6.603,1944,
Kildare,1914,BALLYTORE G.S.,99,280000,196000,53.005,-6.805,1944,1990
Kildare,5423,BRANNOCKSTOWN (SALLYMOUNT),122,286900,209200,53.122,-6.701,1957,1971
Kildare,2014,CASTLEDERMOT G.S.,82,277500,184800,52.905,-6.842,1944,1999
Kildare,5414,CASTLEDERMOT KILKEA HOUSE,85,274500,187700,52.934,-6.888,1983,
Kildare,8123,CELBRIDGE (ARDRASS HOUSE),66,294300,230900,53.319,-6.584,1981,2016
Kildare,4423,CELBRIDGE G.S.,62,297200,233500,53.339,-6.537,1949,1985
Kildare,10023,CELBRIDGE_Moortown,75,296540,235165,53.355,-6.551,2015,
Kildare,423,CLANE,76,287800,227600,53.288,-6.683,1937,1950
Kildare,5223,CLANE G.S.,73,287700,227800,53.289,-6.684,1952,1992
Kildare,2323,CLONGOWES WOOD COLL.,73,287700,229800,53.307,-6.683,1904,1966
Kildare,5614,CURRAGH RACECOURSE,117,277800,213600,53.167,-6.835,1984,2005
Kildare,9923,Eadestown-Carters_Hill,168,295055,218160,53.203,-6.573,2013,2014
Kildare,3514,KILBERRY,61,266300,199900,53.041,-7.007,1950,1993
Kildare,6714,KILBERRY II,61,267300,198500,53.026,-6.992,1999,
Kildare,3523,KILCOCK G.S.,70,288300,240000,53.402,-6.67,1942,1978
Kildare,4723,KILCULLEN G.S.,116,283800,209300,53.123,-6.742,1949,1990
Kildare,714,KILDARE (ST.BRIGID'S DEANERY),110,273200,212500,53.155,-6.903,1939,1952
Kildare,3714,KILDARE G.S.,91,272900,212200,53.153,-6.906,1951,1992
Kildare,4523,KILL G.S.,101,294000,222600,53.241,-6.588,1949,1993
Kildare,4314,LULLYMORE (AGR.RES.STN.),77,269500,226200,53.276,-6.955,1963,1990
Kildare,2514,LULLYMORE (BORD NA MONA),84,271100,228900,53.303,-6.933,1945,1992
Kildare,7214,Lullymore_Nature_Centre,85,270500,225900,53.274,-6.939,2010,
Kildare,8323,MAYNOOTH,59,293100,238100,53.384,-6.601,1983,1983
Kildare,414,MONASTEREVAN (DERRYLEA),64,259900,214700,53.174,-7.103,1951,1952
Kildare,2814,MONASTEREVAN G.S.,67,262600,210500,53.138,-7.058,1946,1984
Kildare,7114,MOONE (STERRICK HALL),107,277700,193700,52.986,-6.839,2003,2006
Kildare,5323,NAAS (C.B.S.),98,289600,219500,53.217,-6.655,1955,
Kildare,7723,NAAS (GOWRAN GRANGE),131,290800,215300,53.175,-6.638,1973,1997
Kildare,8923,NAAS (NEWLAND NORTH),93,286400,217100,53.192,-6.704,1996,2000
Kildare,8423,NAAS (OSBERSTOWN),84,287300,220000,53.221,-6.689,1985,
Kildare,3623,NAAS (TRANS.STN.),122,288900,217100,53.192,-6.668,1943,1964
Kildare,8523,NEWBRIDGE (OLD CONNELL HOUSE),94,281300,216000,53.186,-6.784,1985,1987
Kildare,4923,NEWBRIDGE G.S.,94,280600,215100,53.175,-6.79,1949,1965
Kildare,3323,POULAPHUCA (GEN.STN.),174,294500,208600,53.118,-6.587,1937,2013
Kildare,3914,RATHANGAN (BALLYDERMOT),76,266000,221600,53.237,-7.007,1955,1985
Kildare,5814,RATHANGAN BALLYDERMOT II,80,265800,221500,53.237,-7.009,1985,1997
Kildare,2914,RATHANGAN G.S.,79,267000,219600,53.22,-6.992,1946,1992
Kildare,9323,SALLINS (KERDIFFSTOWN),91,290400,222900,53.242,-6.641,1999,2016
Kildare,8823,STRAFFAN (TURNINGS),70,291700,227000,53.284,-6.621,1996,
Kildare,523,STRAFFAN HSE.,78,291600,229600,53.305,-6.622,1883,1952
Kildare,531,TIMAHOE NORTH,88,277800,235500,53.358,-6.825,1950,1955
Kildare,3331,TIMAHOE SOUTH,88,278700,229200,53.304,-6.818,1955,2006
Dublin,1532,BALBRIGGAN (KILSAUGH),40,320500,262200,53.591,-6.174,1969,1992
Dublin,832,BALBRIGGAN (TRANS.STN.),26,319800,263700,53.606,-6.187,1949,1968
Dublin,6623,BALLYBODEN,107,313100,226500,53.272,-6.303,1966,
Dublin,2124,BALLYEDMONDUFF,277,318700,222300,53.236,-6.22,1967,1985
Dublin,3524,BALLYEDMONDUFF HOUSE,335,318500,221800,53.233,-6.222,1985,
Dublin,1223,BELGARD CASTLE,125,307400,229300,53.302,-6.387,1915,1963
Dublin,8223,BLACKROCK,46,321600,227200,53.275,-6.172,1982,1997
Dublin,8723,BLANCHARDSTOWN (AUBURN AVE),56,309400,237800,53.374,-6.354,1993,1996
Dublin,623,BRITTAS,246,303500,221400,53.233,-6.45,1938,1943
Dublin,7923,BRITTAS (GLENARANEEN),244,303400,223500,53.251,-6.451,1975,
Dublin,7023,CLONDALKIN,53,307700,231900,53.322,-6.383,1967,1985
Dublin,3723,Casement,91,304100,229500,53.303,-6.437,1944,
Dublin,1523,DALKEY (MOYTURA),36,325400,226600,53.272,-6.118,1944,1951
Dublin,3423,DALKEY (TORCA HILL),96,326700,226000,53.268,-6.1,1941,1971
Dublin,4023,DUBLIN (ARUS AN UACHTARAIN),46,312100,235600,53.355,-6.317,1948,1973
Dublin,5723,DUBLIN (BALLSBRIDGE),9,318200,232300,53.323,-6.222,1959,1972
Dublin,5923,DUBLIN (BALLYMUN AVE.),61,314200,239000,53.387,-6.283,1962,1970
Dublin,9523,DUBLIN (BLACKROCK COLLEGE),8,320400,229700,53.303,-6.189,2003,2003
Dublin,1423,DUBLIN (BONHAM ST.),11,314500,234100,53.34,-6.275,1942,1954
Dublin,2423,DUBLIN (CLONTARF),5,318100,236300,53.358,-6.222,1911,2001
Dublin,6423,DUBLIN (COOLOCK CHANEL COLL.),40,319600,239100,53.387,-6.202,1963,1975
Dublin,8023,DUBLIN (DUNDRUM),61,316700,227900,53.287,-6.25,1975,2001
Dublin,1823,DUBLIN (GLASNEVIN),21,315000,237000,53.369,-6.27,1860,
Dublin,1323,DUBLIN (KENILWORTH SQ.),30,314900,231000,53.317,-6.272,1925,1957
Dublin,1123,DUBLIN (LEESON ST.),15,315500,232900,53.333,-6.267,1938,1954
Dublin,1623,DUBLIN (MARROWBONE LANE),15,314300,233800,53.338,-6.283,1954,1962
Dublin,3923,DUBLIN (MERRION SQUARE),13,316400,233500,53.337,-6.252,1948,
Dublin,9823,DUBLIN (MERRION SQUARE),13,316400,233500,53.337,-6.252,2011,2011
Dublin,1723,DUBLIN (PHOENIX PARK),49,310000,236100,53.358,-6.342,1829,2003
Dublin,2823,DUBLIN (RATHFARNHAM CASTLE),54,314400,229100,53.3,-6.283,1920,1970
Dublin,2523,DUBLIN (RINGSEND),7,318900,233900,53.338,-6.208,1911,
Dublin,7523,DUBLIN (SIMMONSCOURT),9,318300,232000,53.322,-6.222,1972,
Dublin,7123,DUBLIN (ST.PAUL'S COLL.),24,320500,237300,53.37,-6.187,1967,1970
Dublin,6523,DUBLIN (THORNDALE HSE.),40,317500,238200,53.375,-6.234,1964,1973
Dublin,2123,DUBLIN (TRINITY COLL.),6,316200,234100,53.34,-6.253,1904,1970
Dublin,4123,DUBLIN (UPR.O'CONNELL ST.),16,315900,234900,53.351,-6.256,1948,1979
Dublin,2132,DUBLIN AIRPORT II,69,315700,243000,53.421,-6.256,1993,2007
Dublin,150,DUBLIN AIRPORT-CHECK,69,315700,243000,53.421,-6.256,1994,1997
Dublin,7823,DUBLIN(PEMBROKE ROAD),8,317500,232600,53.325,-6.235,1975,1978
Dublin,9223,DUN LAOGHAIRE,30,324500,227800,53.285,-6.126,1997,
Dublin,2223,DUN LAOGHAIRE (HARBOUR YD.),16,324300,228700,53.29,-6.135,1905,2001
Dublin,2023,DUN LAOGHAIRE (PEOPLE'S PARK),8,324800,228100,53.287,-6.123,1901,1992
Dublin,6223,DUN LAOGHAIRE (ROSMEEN GDNS.),21,324800,227800,53.285,-6.123,1962,1975
Dublin,9023,DUNDRUM (DROMARTIN),64,317700,227700,53.285,-6.234,1997,1999
Dublin,9723,Dublin-Navan_Road,52,311300,236700,53.368,-6.323,2010,2011
Dublin,532,Dublin_Airport,71,316900,243400,53.423,-6.238,1939,
Dublin,124,FOXROCK (CLAREBEG),59,323300,225000,53.257,-6.152,1890,1955
Dublin,2232,GARRISTOWN (TOBERGREGAN),115,307800,256500,53.542,-6.371,1995,2000
Dublin,932,GARRISTOWN G.S.,126,307000,258600,53.567,-6.384,1949,1992
Dublin,5523,GLENASMOLE (CASTLEKELLY),183,310200,220800,53.222,-6.35,1959,2013
Dublin,5623,GLENASMOLE (SUPT'S LODGE),152,309200,222200,53.237,-6.358,1959,
Dublin,1923,GLENASMOLE D.C.W.W.,158,309000,222200,53.237,-6.367,1885,
Dublin,1624,GLENCULLEN (TIBRADDEN),335,315900,221300,53.224,-6.258,1950,1967
Dublin,6023,HOWTH (D.C.),6,327700,239400,53.387,-6.075,1962,1994
Dublin,3023,HOWTH (DANESFORT),122,328200,236900,53.367,-6.071,1931,1989
Dublin,2623,HOWTH CASTLE,11,327900,239000,53.385,-6.073,1913,1971
Dublin,723,KILLINEY (RATHLEIGH),44,325700,223800,53.25,-6.117,1925,1949
Dublin,5823,KILLINEY (TEDBURN),122,325700,225400,53.258,-6.117,1961,1992
Dublin,1232,KINSALEY (AGR.RES.STN.),19,321500,242900,53.42,-6.17,1961,2004
Dublin,9623,KNOCKLYON (ST.COLUMCILLE'S),88,312300,226500,53.273,-6.317,2004,2005
Dublin,1023,LAMBAY ISLAND,8,330500,249900,53.483,-6.033,1907,1943
Dublin,4223,LEIXLIP (GEN.STN.),42,300700,235800,53.358,-6.486,1949,2012
Dublin,5680,LH_BAILY,13,329561,236331,53.362,-6.055,2000,
Dublin,5580,LH_KISH,11,338200,231000,53.307,-5.922,2000,
Dublin,9423,LUCAN (HERMITAGE G.C.),46,304100,235800,53.357,-6.435,1999,1999
Dublin,7623,LUCAN (U.C.D.),52,301800,236600,53.368,-6.469,1972,1984
Dublin,4823,LUCAN G.S.,29,303200,235000,53.353,-6.45,1949,1982
Dublin,432,LUSK (NEVITT),47,317900,256900,53.542,-6.219,1923,1982
Dublin,632,LUSK G.S.,23,321700,254300,53.522,-6.159,1949,2012
Dublin,1732,LUSK NEVITT II,43,318100,256900,53.542,-6.217,1982,1992
Dublin,1332,MALAHIDE CASTLE,18,322200,245400,53.44,-6.157,1965,
Dublin,232,MALAHIDE G.S.,5,322800,245900,53.442,-6.151,1949,1960
Dublin,6323,MILLTOWN (GOLF CLUB),30,316500,229900,53.304,-6.252,1963,2000
Dublin,7775,Met_Eireann_Glasnevin,10,310000,236005,53.167,-6.333,1979,
Dublin,2923,PEAMOUNT (SAN.),88,301200,230800,53.317,-6.475,1926,1980
Dublin,175,PhoenixPark,48,310000,236100,53.358,-6.342,2003,
Dublin,4323,RATHCOOLE G.S.,123,302400,226800,53.276,-6.458,1949,1970
Dublin,7223,RATHCOOLE-SAGGART,107,303200,227300,53.285,-6.452,1969,2001
Dublin,7423,RATHFARNHAM (ST.COLUMBA COLL.),134,315400,225300,53.259,-6.269,1972,1998
Dublin,732,RUSH G.S.,20,325900,254000,53.519,-6.101,1949,1985
Dublin,2024,SHANGANAGH,9,325900,223200,53.24,-6.108,1966,1991
Dublin,324,SHANKHILL (SHERRINGTON),35,325200,221300,53.223,-6.122,1921,1956
Dublin,332,SKERRIES (MILVERTON HALL),64,323100,259300,53.568,-6.138,1907,2007
Dublin,7323,STILLORGAN (PARK HSE.),52,320600,228000,53.287,-6.188,1971,1973
Dublin,2723,STILLORGAN (VARTRY HSE.),80,320200,226800,53.273,-6.192,1915,1999
Dublin,6823,TALLAGHT,85,309900,227500,53.285,-6.351,1966,1969
Dublin,823,TALLAGHT (ST.MAELRUAIN'S),99,308900,227100,53.283,-6.367,1945,1950
Dublin,6923,TIBRADDEN (LARCH HILL),229,314700,223900,53.252,-6.275,1967,1992
Meath,231,ATHBOY (FRANKVILLE),69,271700,263500,53.617,-6.917,1911,1949
Meath,1031,ATHBOY (FRAYNE),87,270400,261700,53.6,-6.935,1933,1968
Meath,3031,ATHBOY G.S.,69,271500,263800,53.618,-6.918,1951,1993
Meath,1731,BALLIVOR G.S.,68,268500,254200,53.533,-6.967,1943,2002
Meath,9123,BARROCKSTOWN,84,292100,242000,53.419,-6.609,1997,2006
Meath,131,BEAUPARC,68,296900,269500,53.667,-6.533,1926,1938
Meath,1632,BELLEWSTOWN,122,309800,267200,53.639,-6.337,1975,2005
Meath,2332,BELLEWSTOWN (COLLIERSTOWN),123,308400,267000,53.638,-6.356,1997,
Meath,1831,CROSSAKIEL G.S.,160,264700,274200,53.708,-7.018,1943,1984
Meath,1032,DULEEK G.S.,29,304700,268200,53.652,-6.417,1949,1996
Meath,4623,DUNBOYNE G.S.,72,301300,242300,53.419,-6.472,1949,1990
Meath,3731,DUNSANY (GRANGE),90,288800,252800,53.517,-6.657,1963,2007
Meath,431,DUNSANY CASTLE,71,291300,254900,53.535,-6.62,1923,1957
Meath,2532,DUNSHAUGHLIN (LAGORE),105,298775,253458,53.52,-6.507,1998,
Meath,1331,DUNSHAUGHLIN G.S.,105,296900,252200,53.507,-6.537,1942,1981
Meath,5931,Dunmoe-Graigs_Lane,84,289485,271750,53.686,-6.641,2011,
Meath,1375,Dunsany,83,288898,252606,53.51,-6.656,2006,
Meath,5631,ENFIELD (NEWCASTLE HOUSE),91,275700,241600,53.418,-6.857,2003,
Meath,331,ENFIELD (SUMMERHILL),113,284500,247700,53.47,-6.723,1894,1951
Meath,1231,ENFIELD G.S.,81,277600,241100,53.408,-6.833,1942,1976
Meath,2632,FAIRYHOUSE RACECOURSE,91,302000,249400,53.484,-6.458,2002,
Meath,1432,GORMANSTON,22,316800,268100,53.65,-6.233,1965,1976
Meath,1132,JULIANSTOWN G.S.,15,313300,270500,53.67,-6.285,1949,1983
Meath,931,KELLS (HEADFORT),67,276100,276900,53.735,-6.842,1892,2002
Meath,2631,KILMESSAN G.S.,66,288800,257300,53.555,-6.656,1949,1990
Meath,5131,KILSKYRE (ROBINSTOWN),87,268500,272000,53.689,-6.958,1998,
Meath,3038,KINGSCOURT GYPSUM,67,278665,292110,53.87,-6.803,1981,
Meath,1932,LAYTOWN (THE NINCH),18,314800,271300,53.674,-6.258,1991,1996
Meath,1832,LAYTOWN G.S.,9,315900,272400,53.686,-6.24,1983,1985
Meath,1631,LONGWOOD G.S.,74,271200,245300,53.452,-6.923,1943,1986
Meath,9931,M.DONADEA FOREST,70,274800,249700,53.488,-6.87,1995,2005
Meath,5531,MOYNALTY (SHANCARNAN),91,271700,283700,53.792,-6.907,2001,
Meath,2531,NAVAN,50,286100,267200,53.642,-6.692,1944,2003
Meath,4531,NAVAN (TARA MINES),52,284700,268400,53.655,-6.718,1986,2014
Meath,4431,NAVAN WILKINSTOWN,70,285000,277000,53.734,-6.707,1984,1992
Meath,885,NAVAN_Randalstown,55,284840,272860,53.692,-6.71,2017,
Meath,638,NOBBER,60,283000,286500,53.819,-6.737,1943,2000
Meath,1931,OLDCASTLE (G.E.SCHOOLS),108,255500,280300,53.768,-7.155,1943,1969
Meath,2432,RATOATH,91,301993,251623,53.503,-6.458,1998,
Meath,132,RATOATH (JAMESTOWN),85,302500,251400,53.502,-6.453,1957,1958
Meath,5231,SLANE (ARDCALF),125,294670,277505,53.736,-6.56,1998,
Meath,1531,SLANE G.S.,58,296100,274000,53.704,-6.54,1942,1985
Meath,3931,TRIM (LACKANASH),61,280800,257000,53.554,-6.775,1968,1984
Meath,2331,TRIM G.S.,58,280300,256600,53.552,-6.787,1944,1997
Meath,4931,TRIM GOLF CLUB,66,277600,252800,53.518,-6.824,1998,2013
Meath,2931,WARRENSTOWN,90,292155,253585,53.521,-6.607,1951,2015
Meath,4731,WILKINSTOWN (LADYRATH),91,288000,278400,53.742,-6.659,1994,1998
Meath,5031,WILKINSTOWN (YELLOW RIVER),61,284100,276100,53.723,-6.722,1998,
Westmeath,4629,ATHLONE (GLYNNWOOD),64,210300,239500,53.403,-7.84,1962,
Westmeath,6029,ATHLONE (MOYDRUM),61,208500,242400,53.425,-7.87,1985,1990
Westmeath,129,ATHLONE (TWYFORD),59,210700,243200,53.437,-7.837,1870,1960
Westmeath,1929,ATHLONE O.P.W.,37,203900,241300,53.42,-7.938,1898,
Westmeath,2429,BALLINAHOWN G.S.,47,210000,233000,53.342,-7.85,1942,1969
Westmeath,2731,BALLIVOR (HILL OF DOWN),81,264400,254100,53.533,-7.024,1951,
Westmeath,330,BALLYMORE G.S.,91,221200,249100,53.488,-7.675,1942,1984
Westmeath,730,BALLYNACARGY G.S.,81,231300,259100,53.575,-7.523,1944,1975
